pmid,doi,year,journal,title,abstract,pubtypes,authors,screening_reasons,screen_v2_reasons,screen_v2_reasons
35958598,10.3389/fimmu.2022.931906,2022,Frontiers in immunology,Comprehensive FGFR3 alteration-related transcriptomic characterization is involved in immune infiltration and correlated with prognosis and immunotherapy response of bladder cancer.,"Bladder cancer (BC) threatens the health of human beings worldwide because of its high recurrence rate and mortality. As an actionable biomarker, fibroblast growth factor receptor 3 (FGFR3) alterations have been revealed as a vital biomarker and associated with favorable outcomes in BC. However, the comprehensive relationship between the FGFR3 alteration associated gene expression profile and the prognosis of BC remains ambiguous.Genomic alteration profile, gene expression data, and related clinical information of BC patients were downloaded from The Cancer Genomics database (TCGA), as a training cohort. Subsequently, the Weighted Gene Co-expression Network Analysis (WGCNA) was conducted to identify the hub modules correlated with FGFR3 alteration. The univariate, multivariate, and least absolute shrinkage and selection operator (LASSO) Cox regression analyses were used to obtain an FGFR3 alteration-related gene (FARG) prognostic signature and FARG-based nomogram. The receiver operating characteristic (ROC) curve analysis was used for evaluation of the ability of prognosis prediction. The FARG signature was validated in four independent datasets, namely, GSE13507, GSE31684, GSE32548, and GSE48075, from Gene Expression Omnibus (GEO). Then, clinical feature association analysis, functional enrichment, genomic alteration enrichment, and tumor environment analysis were conducted to reveal differential clinical and molecular characterizations in different risk groups. Lastly, the treatment response was evaluated in the immunotherapy-related dataset of the IMvigor210 cohort and the frontline chemotherapy dataset of GSE48276, and the chemo-drug sensitivity was estimated via Genomics of Drug Sensitivity in Cancer (GDSC).There were a total of eleven genes (CERCAM, TPST1, OSBPL10, EMP1, CYTH3, NCRNA00201, PCDH10, GAP43, COLQ, DGKB, and SETBP1) identified in the FARG signature, which divided BC patients from the TCGA cohort into high- and low-risk groups. The Kaplan-Meier curve analysis demonstrated that BC patients in the low-risk group have superior overall survival (OS) than those in the high-risk group (median OS: 27.06 months vs. 104.65 months, p < 0.0001). Moreover, the FARG signature not only showed a good performance in prognosis prediction, but also could distinguish patients with different neoplasm disease stages, notably whether patients presented with muscle invasive phenotype. Compared to clinicopathological features, the FARG signature was found to be the only independent prognostic factor, and subsequently, a FARG-based prognostic nomogram was constructed with better ability of prognosis prediction, indicated by area under ROC curve (AUC) values for 1-, 3-, and 5-year OS of 0.69, 0.71, and 0.79, respectively. Underlying the FARG signature, multiple kinds of metabolism- and immune-related signaling pathways were enriched. Genomic alteration enrichment further identified that FGFR3 alterations, especially c.746C>G (p.Ser249Cys), were more prevalent in the low-risk group. Additionally, FARG score was positively correlated with ESTIMATE and TIDE scores, and the low-risk group had abundant enrichment of plasma B cells, CD8+ T cells, CD4+ naive T cells, and helper follicular T cells, implying that patients in the low-risk group were likely to make significant responses to immunotherapy, which was further supported by the analysis in the IMvigor210 cohort as there was a significantly higher response rate among patients with lower FARG scores. The analysis of the GDSC database finally demonstrated that low-risk samples were more sensitive to methotrexate and tipifarnib, whereas those in the high-risk group had higher sensitivities in cisplatin, docetaxel, and paclitaxel, instead.The novel established FARG signature based on a comprehensive FGFR3 alteration-related transcriptomic profile performed well in prognosis prediction and was also correlated with immunotherapy and chemotherapy treatment responses, which had great potential in future clinical applications.Copyright © 2022 Xu, Xu, Zheng, Li, Cai, Xu, Zou and Yu.",Journal Article,Xu T; Xu W; Zheng Y; Li X; Cai H; Xu Z; Zou Q; Yu B,,not_signature_definition,not_signature_definition
35846128,10.3389/fgene.2022.928778,2022,Frontiers in genetics,Discovery of Notch Pathway-Related Genes for Predicting Prognosis and Tumor Microenvironment Status in Bladder Cancer.,"Background: Notch signaling is a key regulator of immune cell differentiation and linked to autoimmune diseases, tumorigenesis and tumor-induced immunomodulation. An abnormally activated Notch signaling pathway contributes to almost all of the key features of cancer, including tumor angiogenesis, stemness, and epithelial-mesenchymal transition. Consequently, we investigated Notch pathway-related genes for developing prognostic marker and assessing immune status in bladder cancer. Methods: The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) databases were utilized to analyze RNA-seq data for bladder cancer. Cluster subtypes were identified using the NMF algorithm. In order to establish a prognostic risk signature, the least absolute shrinkage and selection operator (Lasso) and Cox regression analysis was utilized. GSEA was carried out to investigate the molecular mechanisms. Immune cell infiltration levels in bladder cancer were calculated using the CIBERSORT algorithm. External clinical tissue samples were used to validate the expression levels of signature genes. Results: Based on the NMF algorithm, bladder cancer samples were divided into two cluster subtypes and displayed different survival outcome and immune microenvironment. A six-gene risk signature (DTX3L, CNTN1, ENO1, GATA3, MAGEA1, and SORBS2) was independent for prognosis and showed good stability. The infiltration of immune cells and clinical variables were significantly different among the risk groups of patients. Response to immunotherapy also differed between different risk groups. Furthermore, the mRNA expression levels of the signature genes were verified in tissue samples by qRT-PCR. Conclusion: We established a 6-gene signature associated with Notch pathway in bladder cancer to effectively predict prognosis and reflect immune microenvironment status.Copyright © 2022 Sun, Xin, Li, Zhang and Ye.",Journal Article,Sun X; Xin S; Li W; Zhang Y; Ye L,,not_signature_definition,not_signature_definition
35784457,10.3389/fcell.2022.915798,2022,Frontiers in cell and developmental biology,Characterization of Ligand-Receptor Pair in Bladder Cancer Develops a Validated Scoring Model for Prognosis and Treatment Response.,"The role of ligand-receptor (LR) pairs in disease progression has been explored in bladder cancer. However, the relationship of LR pairs with cancer prognosis and treatment response remains poorly understood. We characterized the LR pair network and identified three distinct molecular subtypes with distinct biologic features based on the TCGA database (n = 406) and validated in GSE13507 (n = 165) and GSE32894 (n = 224). Three subtypes were compared for differences in patient clinical characteristics, genomic, and transcriptomic features. A multivariate Lasso Cox regression model was applied to construct an LR pairs-based scoring model to stratify the prognostic risk of patients. We demonstrated the high LR. score patients had better responses in chemotherapy, while low LR. score patients may benefit from immune checkpoint blockade (ICB). Collectively, we identified three LR pair-related subtypes associated with prognosis. We constructed and validated a LR pairs-based gene signature, which helps to predict prognosis and differentiate the susceptible population to chemotherapy and immunotherapy in patients with bladder cancer. Among the LR pairs significantly related to prognosis, ANAX1-EGFR axis was found to be potential therapeutic target for treatment of bladder cancer.Copyright © 2022 Wang, Wan, Zhang, Yang, Huang and Sun.",Journal Article,Wang C; Wan H; Zhang H; Yang B; Huang WK; Sun W,,not_signature_definition,not_signature_definition
35769470,10.3389/fimmu.2022.911902,2022,Frontiers in immunology,Immunological Characteristics of Alternative Splicing Profiles Related to Prognosis in Bladder Cancer.,"Several studies have found that pathological imbalance of alterative splicing (AS) events is associated with cancer susceptibility. carcinogenicity. Nevertheless, the relationship between heritable variation in AS events and carcinogenicity has not been extensively explored. Here, we downloaded AS event signatures, transcriptome profiles, and matched clinical information from The Cancer Genome Atlas (TCGA) database, identified the prognostic AS-related events via conducting the univariate Cox regression algorism. Subsequently, the prognostic AS-related events were further reduced by the least absolute shrinkage and selection operator (LASSO) logistic regression model, and employed for constructing the risk model. Single-sample (ssGSEA), ESTIMATE, and the CIBERSORT algorithms were conducted to evaluate tumor microenvironment status. CCK8, cell culture scratch, transwell invasion assays and flow cytometry were conducted to confirm the reliability of the model. We found 2751 prognostic-related AS events, and constructed a risk model with seven prognostic-related AS events. Compared with high-risk score patients, the overall survival rate of the patients with low-risk score was remarkably longer. Besides, we further found that risk score was also closely related to alterations in immune cell infiltration and immunotherapeutic molecules, indicating its potential as an observation of immune infiltration and clinical response to immunotherapy. In addition, the downstream target gene (DYM) could be a promising prognostic factor for bladder cancer. Our investigation provided an indispensable reference for ulteriorly exploring the role of AS events in the tumor microenvironment and immunotherapy efficiency, and rendered personalized prognosis monitoring for bladder cancer.Copyright © 2022 Ye, Liang, Cheng, Liu, Hu, Li, Chen, Gao and Jiang.","Journal Article; Research Support, Non-U.S. Gov't",Ye F; Liang Y; Cheng Z; Liu Y; Hu J; Li W; Chen X; Gao J; Jiang H,,not_signature_definition,not_signature_definition
35600386,10.3389/fonc.2022.908832,2022,Frontiers in oncology,Corrigendum: Comprehensive Analysis of N6-Methylandenosine-Related Long Non-Coding RNAs Signature in Prognosis and Tumor Microenvironment of Bladder Cancer.,"[This corrects the article DOI: 10.3389/fonc.2022.774307.].Copyright © 2022 Chen, Zhu, Yu, Xia, Xing, Geng and Cheng.",Published Erratum,Chen K; Zhu S; Yu W; Xia Y; Xing J; Geng J; Cheng F,,non_mrna,non_mrna
35440045,10.1186/s12935-022-02575-1,2022,Cancer cell international,A novel risk score model based on five angiogenesis-related long non-coding RNAs for bladder urothelial carcinoma.,"Tumour angiogenesis is an independent risk factor for bladder urothelial carcinoma (BUC) progression, but viable and promising antiangiogenic targets are understudied. Emerging evidence suggests that long non-coding RNAs (lncRNAs) play prominent role in the tumour microenvironment and tumour angiogenesis.The clinical data of BUC patients were obtained from TCGA database and clinical specimens of 138 BUC patients. Univariate and multivariate COX regression analyses were used to identify survival-related ARLNRs (sARLNRs) from The Molecular Signatures Database v4.0. Fisher's exact probability method was used to detect the correlations between sARLNRs levels and clinicopathological characteristics. A chain of experiments including FACS, qPCR, immunohistochemistry, tube formation, migration and invasion assays, combining with co-culture models, were utilized to validate the clinical significance and angiogenetic correlation of sARLNRs.Five sARLNRs were employed to establish an angiogenesis-related risk score model, by which patients in the low-risk group obtained better overall survival than those in the high-risk group. The expression of AC005625.1 and AC008760.1 was significantly related to ECs percentage, tumour size and muscle invasion status. Besides, AC005625.1 and AC008760.1 expressed lower in BUC cell lines and tumour tissues than that in normal urothelial cells and adjacent normal tissues, with much lower levels in more advanced T stages. A prominently higher proportion of ECs was detected in tumour tissues with lower expression of AC005625.1 and AC008760.1. In the co-culture models, we found that knockdown of AC005625.1 and AC008760.1 in BUC cells increased the tube formation, migration and invasion abilities of HUVEC. The expression levels of CD31, VEGF-A, VIMENTIN and N-CADHERIN were also enhanced in HUVEC cells co-cultured with siR-AC005625.1 and siR-AC008760.1-treated T24 cells.In the study, we identify five sARLNRs and validate their clinical significance, angiogenesis correlation and prognosis-predictive values in BUC. These findings may provide a new perspective and some promising antiangiogenic targets for clinical diagnosis and treatment strategies of BUC.© 2022. The Author(s).",Journal Article,Li X; Zhang C; Peng X; Li Y; Chen G; Gou X; Zhou X; Ma C,,non_mrna,non_mrna
35265613,10.3389/fcell.2022.810272,2022,Frontiers in cell and developmental biology,Identification and Quantification of Iron Metabolism Landscape on Therapy and Prognosis in Bladder Cancer.,"The morbidity of bladder cancer (BLCA) is high and has gradually elevated in recent years. BLCA is also characterized by high recurrence and high invasiveness. Due to the drug resistance and lack of effective prognostic indicators, the prognosis of patients with BLCA is greatly affected. Iron metabolism is considered to be a pivot of tumor occurrence, progression, and tumor microenvironment (TME) in tumors, but there is little research in BLCA. Herein, we used univariate COX regression analysis to screen 95 prognosis-related iron metabolism-related genes (IMRGs) according to transcription RNA sequencing and prognosis information of the Cancer Genome Atlas (TCGA) database. TCGA-BLCA cohort was clustered into four distinct iron metabolism patterns (C1, C2, C3, and C4) by the non-negative matrix factorization (NMF) algorithm. Survival analysis showed that C1 and C3 patterns had a better prognosis. Gene set variant analysis (GSVA) revealed that C2 and C4 patterns were mostly enriched in carcinogenic and immune activation pathways. ESTIMATE and single sample gene set enrichment analysis (ssGSEA) also confirmed the level of immune cell infiltration in C2 and C4 patterns was significantly elevated. Moreover, the immune checkpoint genes in C2 and C4 patterns were observably overexpressed. Studies on somatic mutations showed that the tumor mutation burden (TMB) of C1 and C4 patterns was the lowest. Chemotherapy response assessment revealed that C2 pattern was the most sensitive to chemotherapy, while C3 pattern was the most insensitive. Then we established the IMRG prognosis signature (IMRGscore) by the least absolute shrinkage and selection operator (LASSO), including 13 IMRGs (TCIRG1, CTSE, ATP6V0A1, CYP2C8, RNF19A, CYP4Z1, YPEL5, PLOD1, BMP6, CAST, SCD, IFNG, and ASIC3). We confirmed IMRGscore could be utilized as an independent prognostic indicator. Therefore, validation and quantification of iron metabolism landscapes will help us comprehend the formation of the BLCA immunosuppressive microenvironment, guide the selection of chemotherapeutic drugs and immunotherapy, and predict the prognosis of patients.Copyright © 2022 Song, Xin, Zhang, Mao, Duan, Cui, Chen, Li, Liu, Wang, Liu, Liu and Song.",Journal Article,Song X; Xin S; Zhang Y; Mao J; Duan C; Cui K; Chen L; Li F; Liu Z; Wang T,,not_signature_definition,not_signature_definition
35141159,10.3389/fonc.2022.774307,2022,Frontiers in oncology,Comprehensive Analysis of N6-Methylandenosine-Related Long Non-Coding RNAs Signature in Prognosis and Tumor Microenvironment of Bladder Cancer.,"To investigate the role of N6-methyladenosine (m6A)- related long non-coding RNAs (lncRNAs) in bladder cancer (BC). 50 m6A-related lncRNAs were screened out and were correlated with prognosis from BC samples in The Cancer Genome Atlas (TCGA). The lncRNAs were subdivided into cluster 1 and cluster 2 with consensus cluster analysis, and it was found that lncRNAs in cluster 2 were associated with poor prognosis and increased PD-L1 expression. Gene set enrichment analysis (GSEA) revealed tumor-related pathways in cluster 2. Through least absolute shrinkage and selection operator (LASSO) Cox regression analysis, univariate and multivariate Cox regression, and ROC analyses, 14 prognostic lncRNAs were selected and used to construct the m6A-related lncRNA prognostic signature (m6A-LPS), furthermore, that m6A-LPS was as a valuable independent prognostic factor. Interestingly, the m6A-LPS risk score was positively correlated with the immune score, PD-L1 expression, and the infiltration of immune cell subtypes in BC. SNHG16, a member of the high-risk group based on m6A-LPS, was highly expressed in BC tissues and cell lines and interfered with siRNA resulted in suppressed proliferation, migration, and invasion in vitro. Our study illustrates the role of m6A-related lncRNAs in BC. The m6A-LPS may be an important regulatory target of the tumor microenvironment (TME) in BC.Copyright © 2022 Chen, Zhu, Yu, Xia, Xing, Geng and Cheng.",Journal Article,Chen K; Zhu S; Yu W; Xia Y; Xing J; Geng J; Cheng F,,non_mrna,non_mrna
34802433,10.1186/s12885-021-08981-4,2021,BMC cancer,An effective N6-methyladenosine-related long non-coding RNA prognostic signature for predicting the prognosis of patients with bladder cancer.,"Bladder cancer (BLCA) typically has a poor prognosis due to high relapse and metastasis rates. A growing body of evidence indicates that N6-methyladenosine (m6A) and long non-coding RNAs (lncRNAs) play crucial roles in the progression of BLCA and the treatment response of patients with BLCA. Therefore, we conducted a comprehensive RNA-seq analysis of BLCA using data from The Cancer Genome Atlas (TCGA) to establish an m6A-related lncRNA prognostic signature (m6A-RLPS) for BLCA.Consensus clustering analysis was used to investigate clusters of BLCA patients with varying prognoses. The least absolute shrinkage and selection operator Cox regression were used to develop the m6A-RLPS. The ESTIMATE and CIBERSORT algorithms were used to evaluate the immune composition.A total of 745 m6A-related lncRNAs were identified using Pearson correlation analysis (|R| > 0.4, p < 0.001). Fifty-one prognostic m6A-related lncRNAs were screened using univariate Cox regression analysis. Through consensus clustering analysis, patients were divided into two clusters (clusters 1 and 2) with different overall survival rates and tumor stages based on the differential expression of the lncRNAs. Enrichment analysis demonstrated that terms related to tumor biological processes and immune-related activities were increased in patient cluster 2, which was more likely to exhibit low survival rates. Nine m6A-related prognostic lncRNAs were finally determined and subsequently used to construct the m6A-RLPS, which was verified to be an independent predictor of prognosis using univariate and multivariate Cox regression analyses. Further, a nomogram based on age, tumor stage, and the m6A-RLPS was generated and showed high accuracy and reliability with respect to predicting the survival outcomes of BLCA patients. The prognostic signature was found to be strongly correlated to tumor-infiltrating immune cells and immune checkpoint expression.We established a novel m6A-RLPS with a favorable prognostic value for patients with BLCA. We believe that this prognostic signature can provide new insights into the tumorigenesis of BLCA and predict the treatment response in patients with BLCA.© 2021. The Author(s).",Journal Article,Ma T; Wang X; Meng L; Liu X; Wang J; Zhang W; Tian Z; Zhang Y,,non_mrna,non_mrna
34329197,10.18632/aging.203333,2021,Aging,Identification of immune-related genes that predict prognosis and risk of bladder cancer: bioinformatics analysis of TCGA database.,"Bladder cancer (BLCA) is the major tumor of the urinary system, and immune-related genes (IRGs) contribute significantly to its initiation and prognosis.A total of 51 prognostic IRGs significantly associated with overall survival were identified. Functional enrichment analysis revealed that these genes were actively involved in tumor-related functions and pathways. Using multivariate Cox regression analysis, we detected 11 optimal IRGs (ADIPOQ, PPY, NAMPT, TAP1, AHNAK, OLR1, PDGFRA, IL34, MMP9, RAC3, and SH3BP2). We validated the prognostic value of this signature in two validation cohorts: GSE13507 (n = 165) and GSE32894 (n = 224). Furthermore, we performed a western blot and found that the expression of these IRGs matched their mRNA expression in TCGA. Moreover, correlations between risk score and immune-cell infiltration indicated that the prognostic signature reflected infiltration by several types of immune cells.We identified and validated an 11-IRG-based risk signature that may be a reliable tool to evaluate the prognosis of BLCA patients and help to devise individualized immunotherapies.Bioinformatics analysis was performed using TCGA and ImmPort databases. Cox regression was used to identify prognostic signatures. Two external GEO cohorts and western blotting of samples were performed to validate the IRG signature.","Journal Article; Research Support, Non-U.S. Gov't",Guo L; Wu Q; Ma Z; Yuan M; Zhao S,,not_signature_definition,not_signature_definition
33985530,10.1186/s12967-021-02865-8,2021,Journal of translational medicine,Metabolic classification of bladder cancer based on multi-omics integrated analysis to predict patient prognosis and treatment response.,"Currently, no molecular classification is established for bladder cancer based on metabolic characteristics. Therefore, we conducted a comprehensive analysis of bladder cancer metabolism-related genes using multiple publicly available datasets and aimed to identify subtypes according to distinctive metabolic characteristics.RNA-sequencing data of The Cancer Genome Atlas were subjected to non-negative matrix fractionation to classify bladder cancer according to metabolism-related gene expression; Gene Expression Omnibus and ArrayExpress datasets were used as validation cohorts. The sensitivity of metabolic types to predicted immunotherapy and chemotherapy was assessed. Kaplan-Meier curves were plotted to assess patient survival. Differentially expressed genes between subtypes were identified using edgeR. The differences among identified subtypes were compared using the Kruskal-Wallis non-parametric test. To better clarify the subtypes of bladder cancer, their relationship with clinical characteristics was examined using the Fisher's test. We also constructed a risk prediction model using the random survival forest method to analyze right-censored survival data based on key metabolic genes. To identify genes of prognostic significance, univariate Cox regression, lasso analysis, and multivariate regression were performed sequentially.Three bladder cancer subtypes were identified according to the expression of metabolism-related genes. The M1 subtype was characterized by high metabolic activity, low immunogenicity, and better prognosis. M2 exhibited moderate metabolic activity, high immunogenicity, and the worst prognosis. M3 was associated with low metabolic activity, low immunogenicity, and poor prognosis. M1 showed the best predicted response to immunotherapy, whereas patients with M1 were predicted to be the least sensitive to cisplatin. By contrast, M2 showed the worst predicted response to immunotherapy but was predicted to be more sensitive to cisplatin, doxorubicin, and other first-line anticancer drugs. M3 was the most sensitive to gemcitabine. The risk model based on metabolic genes effectively predicted the prognosis of bladder cancer patients.Metabolic classification of bladder cancer has potential clinical value and therapeutic feasibility by inhibiting the associated pathways. This classification can provide valuable insights for developing precise bladder cancer treatment.","Journal Article; Research Support, Non-U.S. Gov't",Tang C; Yu M; Ma J; Zhu Y,,not_signature_definition,not_signature_definition
32805727,10.18632/aging.103718,2020,Aging,An autophagy-related long non-coding RNA prognostic signature accurately predicts survival outcomes in bladder urothelial carcinoma patients.,"In this study, we analyzed the prediction accuracy of an autophagy-related long non-coding RNA (lncRNA) prognostic signature using bladder urothelial carcinoma (BLCA) patient data from The Cancer Genome Atlas (TCGA) database. Univariate and multivariate Cox regression analyses showed significant correlations between five autophagy-related lncRNAs, LINC02178, AC108449.2, Z83843.1, FAM13A-AS1 and USP30-AS1, and overall survival (OS) among BCLA patients. The risk scores based on the autophagy-related lncRNA prognostic signature accurately distinguished high- and low-risk BCLA patients that were stratified according to age; gender; grade; and AJCC, T, and N stages. The autophagy-related lncRNA signature was an independent prognostic predictor with an AUC value of 0.710. The clinical nomogram with the autophagy-related lncRNA prognostic signature showed a high concordance index of 0.73 and accurately predicted 1-, 3-, and 5-year survival times among BCLA patients in the high- and low-risk groups. The lncRNA-mRNA co-expression network contained 77 lncRNA-mRNA links among 5 lncRNAs and 49 related mRNAs. Gene set enrichment analysis showed that cancer- and autophagy-related pathways were significantly enriched in the high-risk group, and immunoregulatory pathways were enriched in the low-risk group. These findings demonstrate that an autophagy-related lncRNA signature accurately predicts the prognosis of BCLA patients.",Journal Article,Sun Z; Jing C; Xiao C; Li T,,non_mrna,non_mrna
32579540,10.18632/aging.103369,2020,Aging,Identification of an immune-related long non-coding RNA signature and nomogram as prognostic target for muscle-invasive bladder cancer.,"To identify an immune-related prognostic signature based on long non-coding RNAs (lncRNAs) and find immunotherapeutic targets for bladder urothelial carcinoma, we downloaded RNA-sequencing data from The Cancer Genome Atlas (TCGA) dataset. Functional enrichment analysis demonstrated bladder urothelial carcinoma was related to immune-related functions. We obtained 332 immune-related genes and 262 lncRNAs targeting immune-related genes. We constructed a signature based on eight lncRNAs in training cohort. Patients were classified as high-risk and low-risk according to signature risk score. High-risk patients had poor overall survival compared with low-risk patients (P < 0.001). Multivariate Cox regression suggested the signature was an independent prognostic indicator. The findings were further validated in testing, entire TCGA and external validation cohorts. Gene set enrichment analysis indicated significant enrichment of immune-related phenotype in high-risk group. Immunohistochemistry and online analyses validated the functions of 4 key immune-related genes (LIG1, TBX1, CTSG and CXCL12) in bladder urothelial carcinoma. Nomogram proved to be a good classifier for muscle-invasive bladder cancer through combining the signature. In conclusion, our immune-related prognostic signature and nomogram provided prognostic indicators and potential immunotherapeutic targets for muscle-invasive bladder cancer.","Journal Article; Research Support, Non-U.S. Gov't; Validation Study",Song Y; Jin D; Chen J; Luo Z; Chen G; Yang Y; Liu X,,non_mrna,non_mrna
